Starting negotiation session.
Round 1
  Turn 1: negotiator.parties.NegotiationPartyInternal@299e30c0 (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Cave, Partime Job: Restaurant, ])
  Turn 1: negotiator.parties.NegotiationPartyInternal@299e30c0 (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Cave, Partime Job: Restaurant, ])
  Turn 2: negotiator.parties.NegotiationPartyInternal@5092a298 (Offer: Bid[Study: WB, Faculty: 3ME, Job Prospect: Engineer, Housing: Single Room, Partime Job: Catering, ])
  Turn 3: negotiator.parties.NegotiationPartyInternal@4af0d27b (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Single Room, Partime Job: None, ])
Round 423
  Turn 1: negotiator.parties.NegotiationPartyInternal@299e30c0 (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Cave, Partime Job: Fastfood Restaurant, ])
  Turn 2: negotiator.parties.NegotiationPartyInternal@5092a298 (Offer: Bid[Study: WB, Faculty: EWI, Job Prospect: Developer, Housing: Single Room, Partime Job: Restaurant, ])
  Turn 3: negotiator.parties.NegotiationPartyInternal@4af0d27b (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Single Room, Partime Job: None, ])
Round 424
  Turn 1: negotiator.parties.NegotiationPartyInternal@299e30c0 (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Parents, Partime Job: Restaurant, ])
  Turn 2: negotiator.parties.NegotiationPartyInternal@5092a298 (Offer: Bid[Study: TBM, Faculty: TPM, Job Prospect: Manager, Housing: Single Room, Partime Job: None, ])
  Turn 3: negotiator.parties.NegotiationPartyInternal@4af0d27b (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Single Room, Partime Job: None, ])
Round 425
  Turn 1: negotiator.parties.NegotiationPartyInternal@299e30c0 (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Cave, Partime Job: Fastfood Restaurant, ])
  Turn 2: negotiator.parties.NegotiationPartyInternal@5092a298 (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: Engineer, Housing: Single Room, Partime Job: None, ])
  Turn 3: negotiator.parties.NegotiationPartyInternal@4af0d27b (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Single Room, Partime Job: None, ])
Round 426
  Turn 1: negotiator.parties.NegotiationPartyInternal@299e30c0 (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Parents, Partime Job: Restaurant, ])
  Turn 2: negotiator.parties.NegotiationPartyInternal@5092a298 (Offer: Bid[Study: WB, Faculty: 3ME, Job Prospect: Engineer, Housing: Under the bridge, Partime Job: None, ])
  Turn 3: negotiator.parties.NegotiationPartyInternal@4af0d27b (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Single Room, Partime Job: None, ])
Round 427
  Turn 1: negotiator.parties.NegotiationPartyInternal@299e30c0 (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Cave, Partime Job: Restaurant, ])
  Turn 2: negotiator.parties.NegotiationPartyInternal@5092a298 (Offer: Bid[Study: TBM, Faculty: EWI, Job Prospect: Manager, Housing: Single Room, Partime Job: Catering, ])
  Turn 3: negotiator.parties.NegotiationPartyInternal@4af0d27b (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Single Room, Partime Job: None, ])
Round 428
  Turn 1: negotiator.parties.NegotiationPartyInternal@299e30c0 (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Parents, Partime Job: Restaurant, ])
  Turn 2: negotiator.parties.NegotiationPartyInternal@5092a298 (Offer: Bid[Study: TBM, Faculty: EWI, Job Prospect: Manager, Housing: Single Room, Partime Job: Supermarket, ])
  Turn 3: negotiator.parties.NegotiationPartyInternal@4af0d27b (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Single Room, Partime Job: None, ])
Round 429
  Turn 1: negotiator.parties.NegotiationPartyInternal@299e30c0 (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Cave, Partime Job: Restaurant, ])
  Turn 2: negotiator.parties.NegotiationPartyInternal@5092a298 (Offer: Bid[Study: WB, Faculty: EWI, Job Prospect: Jobless, Housing: Under the bridge, Partime Job: Supermarket, ])
  Turn 3: negotiator.parties.NegotiationPartyInternal@4af0d27b (Offer: Bid[Study: WB, Faculty: 3ME, Job Prospect: CEO, Housing: Single Room, Partime Job: Restaurant, ])
Round 430
  Turn 1: negotiator.parties.NegotiationPartyInternal@299e30c0 (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Parents, Partime Job: Restaurant, ])
  Turn 2: negotiator.parties.NegotiationPartyInternal@5092a298 (Offer: Bid[Study: TBM, Faculty: 3ME, Job Prospect: Jobless, Housing: Under the bridge, Partime Job: Catering, ])
  Turn 3: negotiator.parties.NegotiationPartyInternal@4af0d27b (Offer: Bid[Study: WB, Faculty: 3ME, Job Prospect: CEO, Housing: Single Room, Partime Job: Restaurant, ])
Round 431
  Turn 1: negotiator.parties.NegotiationPartyInternal@299e30c0 (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Cave, Partime Job: Fastfood Restaurant, ])
  Turn 2: negotiator.parties.NegotiationPartyInternal@5092a298 (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: Jobless, Housing: Single Room, Partime Job: Restaurant, ])
  Turn 3: negotiator.parties.NegotiationPartyInternal@4af0d27b (Offer: Bid[Study: WB, Faculty: 3ME, Job Prospect: CEO, Housing: Single Room, Partime Job: Restaurant, ])
Round 432
  Turn 1: negotiator.parties.NegotiationPartyInternal@299e30c0 (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Cave, Partime Job: Fastfood Restaurant, ])
  Turn 2: negotiator.parties.NegotiationPartyInternal@5092a298 (Offer: Bid[Study: TBM, Faculty: EWI, Job Prospect: Engineer, Housing: Single Room, Partime Job: None, ])
  Turn 3: negotiator.parties.NegotiationPartyInternal@4af0d27b (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Single Room, Partime Job: None, ])
Round 433
  Turn 1: negotiator.parties.NegotiationPartyInternal@299e30c0 (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Cave, Partime Job: Restaurant, ])
  Turn 2: negotiator.parties.NegotiationPartyInternal@5092a298 (Offer: Bid[Study: WB, Faculty: 3ME, Job Prospect: Manager, Housing: Single Room, Partime Job: Fastfood Restaurant, ])
  Turn 3: negotiator.parties.NegotiationPartyInternal@4af0d27b (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Single Room, Partime Job: None, ])
Round 434
  Turn 1: negotiator.parties.NegotiationPartyInternal@299e30c0 (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Cave, Partime Job: Restaurant, ])
  Turn 2: negotiator.parties.NegotiationPartyInternal@5092a298 (Offer: Bid[Study: WB, Faculty: EWI, Job Prospect: Manager, Housing: Single Room, Partime Job: Restaurant, ])
  Turn 3: negotiator.parties.NegotiationPartyInternal@4af0d27b (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Single Room, Partime Job: None, ])
Round 435
  Turn 1: negotiator.parties.NegotiationPartyInternal@299e30c0 (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Parents, Partime Job: Restaurant, ])
  Turn 2: negotiator.parties.NegotiationPartyInternal@5092a298 (Offer: Bid[Study: WB, Faculty: EWI, Job Prospect: Manager, Housing: Single Room, Partime Job: Catering, ])
  Turn 3: negotiator.parties.NegotiationPartyInternal@4af0d27b (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Single Room, Partime Job: None, ])
Round 436
  Turn 1: negotiator.parties.NegotiationPartyInternal@299e30c0 (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Parents, Partime Job: Restaurant, ])
  Turn 2: negotiator.parties.NegotiationPartyInternal@5092a298 (Offer: Bid[Study: WB, Faculty: EWI, Job Prospect: Engineer, Housing: Single Room, Partime Job: Fastfood Restaurant, ])
  Turn 3: negotiator.parties.NegotiationPartyInternal@4af0d27b (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Single Room, Partime Job: None, ])
Round 437
  Turn 1: negotiator.parties.NegotiationPartyInternal@299e30c0 (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Parents, Partime Job: Restaurant, ])
  Turn 2: negotiator.parties.NegotiationPartyInternal@5092a298 (Offer: Bid[Study: TBM, Faculty: EWI, Job Prospect: Manager, Housing: Single Room, Partime Job: Supermarket, ])
  Turn 3: negotiator.parties.NegotiationPartyInternal@4af0d27b (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Single Room, Partime Job: None, ])
Round 438
  Turn 1: negotiator.parties.NegotiationPartyInternal@299e30c0 (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Cave, Partime Job: Restaurant, ])
  Turn 2: negotiator.parties.NegotiationPartyInternal@5092a298 (Offer: Bid[Study: WB, Faculty: 3ME, Job Prospect: Manager, Housing: Single Room, Partime Job: Catering, ])
  Turn 3: negotiator.parties.NegotiationPartyInternal@4af0d27b (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Single Room, Partime Job: None, ])
Round 439
  Turn 1: negotiator.parties.NegotiationPartyInternal@299e30c0 (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Cave, Partime Job: Fastfood Restaurant, ])
  Turn 2: negotiator.parties.NegotiationPartyInternal@5092a298 (Offer: Bid[Study: TBM, Faculty: EWI, Job Prospect: CEO, Housing: Single Room, Partime Job: Supermarket, ])
  Turn 3: negotiator.parties.NegotiationPartyInternal@4af0d27b (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Single Room, Partime Job: None, ])
Round 440
  Turn 1: negotiator.parties.NegotiationPartyInternal@299e30c0 (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Parents, Partime Job: Restaurant, ])
  Turn 2: negotiator.parties.NegotiationPartyInternal@5092a298 (Offer: Bid[Study: WB, Faculty: EWI, Job Prospect: Engineer, Housing: Under the bridge, Partime Job: Supermarket, ])
  Turn 3: negotiator.parties.NegotiationPartyInternal@4af0d27b (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Single Room, Partime Job: None, ])
Round 441
  Turn 1: negotiator.parties.NegotiationPartyInternal@299e30c0 (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Parents, Partime Job: Restaurant, ])
  Turn 2: negotiator.parties.NegotiationPartyInternal@5092a298 (Offer: Bid[Study: WB, Faculty: 3ME, Job Prospect: Jobless, Housing: Single Room, Partime Job: Catering, ])
  Turn 3: negotiator.parties.NegotiationPartyInternal@4af0d27b (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Single Room, Partime Job: None, ])
Round 442
  Turn 1: negotiator.parties.NegotiationPartyInternal@299e30c0 (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Cave, Partime Job: Restaurant, ])
  Turn 2: negotiator.parties.NegotiationPartyInternal@5092a298 (Offer: Bid[Study: WB, Faculty: EWI, Job Prospect: Developer, Housing: Single Room, Partime Job: Restaurant, ])
  Turn 3: negotiator.parties.NegotiationPartyInternal@4af0d27b (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Single Room, Partime Job: None, ])
Round 443
  Turn 1: negotiator.parties.NegotiationPartyInternal@299e30c0 (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Cave, Partime Job: Fastfood Restaurant, ])
  Turn 2: negotiator.parties.NegotiationPartyInternal@5092a298 (Offer: Bid[Study: TBM, Faculty: EWI, Job Prospect: Engineer, Housing: Single Room, Partime Job: None, ])
  Turn 3: negotiator.parties.NegotiationPartyInternal@4af0d27b (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Single Room, Partime Job: None, ])
Round 444
  Turn 1: negotiator.parties.NegotiationPartyInternal@299e30c0 (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Cave, Partime Job: Fastfood Restaurant, ])
  Turn 2: negotiator.parties.NegotiationPartyInternal@5092a298 (Offer: Bid[Study: WB, Faculty: 3ME, Job Prospect: CEO, Housing: House, Partime Job: None, ])
  Turn 3: negotiator.parties.NegotiationPartyInternal@4af0d27b (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Single Room, Partime Job: None, ])
Round 445
  Turn 1: negotiator.parties.NegotiationPartyInternal@299e30c0 (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Cave, Partime Job: Fastfood Restaurant, ])
  Turn 2: negotiator.parties.NegotiationPartyInternal@5092a298 (Offer: Bid[Study: WB, Faculty: 3ME, Job Prospect: Manager, Housing: Single Room, Partime Job: Fastfood Restaurant, ])
  Turn 3: negotiator.parties.NegotiationPartyInternal@4af0d27b (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Single Room, Partime Job: None, ])
Round 446
  Turn 1: negotiator.parties.NegotiationPartyInternal@299e30c0 (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Cave, Partime Job: Fastfood Restaurant, ])
  Turn 2: negotiator.parties.NegotiationPartyInternal@5092a298 (Offer: Bid[Study: TBM, Faculty: 3ME, Job Prospect: Developer, Housing: Single Room, Partime Job: Supermarket, ])
  Turn 3: negotiator.parties.NegotiationPartyInternal@4af0d27b (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Single Room, Partime Job: None, ])
Round 447
  Turn 1: negotiator.parties.NegotiationPartyInternal@299e30c0 (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Cave, Partime Job: Restaurant, ])
  Turn 2: negotiator.parties.NegotiationPartyInternal@5092a298 (Offer: Bid[Study: WB, Faculty: EWI, Job Prospect: CEO, Housing: Under the bridge, Partime Job: Supermarket, ])
  Turn 3: negotiator.parties.NegotiationPartyInternal@4af0d27b (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Single Room, Partime Job: None, ])
Round 448
  Turn 1: negotiator.parties.NegotiationPartyInternal@299e30c0 (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Cave, Partime Job: Fastfood Restaurant, ])
  Turn 2: negotiator.parties.NegotiationPartyInternal@5092a298 (Offer: Bid[Study: WB, Faculty: 3ME, Job Prospect: Jobless, Housing: Single Room, Partime Job: Fastfood Restaurant, ])
  Turn 3: negotiator.parties.NegotiationPartyInternal@4af0d27b (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Single Room, Partime Job: None, ])
Round 449
  Turn 1: negotiator.parties.NegotiationPartyInternal@299e30c0 (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Parents, Partime Job: Restaurant, ])
  Turn 2: negotiator.parties.NegotiationPartyInternal@5092a298 (Offer: Bid[Study: WB, Faculty: 3ME, Job Prospect: Jobless, Housing: Single Room, Partime Job: Restaurant, ])
  Turn 3: negotiator.parties.NegotiationPartyInternal@4af0d27b (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Single Room, Partime Job: None, ])
Round 450
  Turn 1: negotiator.parties.NegotiationPartyInternal@299e30c0 (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Cave, Partime Job: Fastfood Restaurant, ])
  Turn 2: negotiator.parties.NegotiationPartyInternal@5092a298 (Offer: Bid[Study: TBM, Faculty: 3ME, Job Prospect: Jobless, Housing: Single Room, Partime Job: None, ])
  Turn 3: negotiator.parties.NegotiationPartyInternal@4af0d27b (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Single Room, Partime Job: None, ])
Round 451
  Turn 1: negotiator.parties.NegotiationPartyInternal@299e30c0 (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Parents, Partime Job: Restaurant, ])
  Turn 2: negotiator.parties.NegotiationPartyInternal@5092a298 (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: Jobless, Housing: Single Room, Partime Job: Supermarket, ])
  Turn 3: negotiator.parties.NegotiationPartyInternal@4af0d27b (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Single Room, Partime Job: None, ])
Round 452
  Turn 1: negotiator.parties.NegotiationPartyInternal@299e30c0 (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Cave, Partime Job: Fastfood Restaurant, ])
  Turn 2: negotiator.parties.NegotiationPartyInternal@5092a298 (Offer: Bid[Study: WB, Faculty: 3ME, Job Prospect: Developer, Housing: Under the bridge, Partime Job: Fastfood Restaurant, ])
  Turn 3: negotiator.parties.NegotiationPartyInternal@4af0d27b (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Single Room, Partime Job: None, ])
Round 453
  Turn 1: negotiator.parties.NegotiationPartyInternal@299e30c0 (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Cave, Partime Job: Restaurant, ])
  Turn 2: negotiator.parties.NegotiationPartyInternal@5092a298 (Offer: Bid[Study: WB, Faculty: EWI, Job Prospect: Jobless, Housing: Single Room, Partime Job: None, ])
  Turn 3: negotiator.parties.NegotiationPartyInternal@4af0d27b (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Single Room, Partime Job: None, ])
Round 454
  Turn 1: negotiator.parties.NegotiationPartyInternal@299e30c0 (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Parents, Partime Job: Restaurant, ])
  Turn 2: negotiator.parties.NegotiationPartyInternal@5092a298 (Offer: Bid[Study: WB, Faculty: 3ME, Job Prospect: Jobless, Housing: Under the bridge, Partime Job: None, ])
  Turn 3: negotiator.parties.NegotiationPartyInternal@4af0d27b (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Single Room, Partime Job: None, ])
Round 455
  Turn 1: negotiator.parties.NegotiationPartyInternal@299e30c0 (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Cave, Partime Job: Restaurant, ])
  Turn 2: negotiator.parties.NegotiationPartyInternal@5092a298 (Offer: Bid[Study: WB, Faculty: EWI, Job Prospect: Jobless, Housing: Single Room, Partime Job: Fastfood Restaurant, ])
  Turn 3: negotiator.parties.NegotiationPartyInternal@4af0d27b (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Single Room, Partime Job: None, ])
Round 456
  Turn 1: negotiator.parties.NegotiationPartyInternal@299e30c0 (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Parents, Partime Job: Restaurant, ])
  Turn 2: negotiator.parties.NegotiationPartyInternal@5092a298 (Offer: Bid[Study: WB, Faculty: 3ME, Job Prospect: Jobless, Housing: Single Room, Partime Job: Catering, ])
  Turn 3: negotiator.parties.NegotiationPartyInternal@4af0d27b (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Single Room, Partime Job: None, ])
Round 457
  Turn 1: negotiator.parties.NegotiationPartyInternal@299e30c0 (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Cave, Partime Job: Fastfood Restaurant, ])
  Turn 2: negotiator.parties.NegotiationPartyInternal@5092a298 (Offer: Bid[Study: WB, Faculty: 3ME, Job Prospect: Developer, Housing: Under the bridge, Partime Job: Supermarket, ])
  Turn 3: negotiator.parties.NegotiationPartyInternal@4af0d27b (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Single Room, Partime Job: None, ])
Round 458
  Turn 1: negotiator.parties.NegotiationPartyInternal@299e30c0 (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Parents, Partime Job: Restaurant, ])
  Turn 2: negotiator.parties.NegotiationPartyInternal@5092a298 (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: Manager, Housing: Single Room, Partime Job: Supermarket, ])
  Turn 3: negotiator.parties.NegotiationPartyInternal@4af0d27b (Offer: Bid[Study: WB, Faculty: 3ME, Job Prospect: CEO, Housing: Single Room, Partime Job: Restaurant, ])
Round 459
  Turn 1: negotiator.parties.NegotiationPartyInternal@299e30c0 (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Parents, Partime Job: Restaurant, ])
  Turn 2: negotiator.parties.NegotiationPartyInternal@5092a298 (Offer: Bid[Study: WB, Faculty: 3ME, Job Prospect: Developer, Housing: Under the bridge, Partime Job: None, ])
  Turn 3: negotiator.parties.NegotiationPartyInternal@4af0d27b (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Single Room, Partime Job: None, ])
